timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
8/17/2017 4:00,4261.48,4280.56,4261.48,4261.48,2.189061,1.50294E+12,9333.620962,9,0.489061,2089.104962,7960.375295
8/18/2017 2:20,4278.87,4278.87,4277.04,4277.04,6.796053,1.50302E+12,29069.22688,17,5.306053,22696.43728,8873.512818
8/19/2017 3:25,4156,4157.65,4156,4156,0.712218,1.50311E+12,2960.094133,16,0.471103,1958.020193,9456.448307
8/20/2017 5:30,4142.16,4142.16,4095.39,4095.39,0.787709,1.50321E+12,3231.608611,9,0.017709,73.35351144,9214.734175
8/21/2017 1:55,4096.63,4096.63,4082.81,4094.6,5.436331,1.50328E+12,22234.28518,25,4.700929,19223.00137,10214.99197
